6, 24705.8906
53, 25640.2129
91, 26564.3359
126, 27585.0918
324, 31380.0449
333, 31661.8770
510, 34791.0273
516, 35192.3516
633, 37270.6523
804, 40543.8945
812, 40834.8125
975, 43336.7539
983, 43531.4023
1148, 45404.9492
1151, 45624.9492
1337, 47807.8164
1346, 48043.9805
1513, 49926.8359
1523, 50162.1719
1686, 51820.5586
1693, 51983.2812
1856, 53331.9766
1864, 53486.5117
1918, 54060.2031
2077, 55506.9961
2081, 55669.8320
2235, 56955.6680
2247, 57080.6562
2388, 58148.6055
2400, 58300.0508
2536, 59301.6797
2542, 59459.7539
2694, 60666.6133
2701, 60839.1289
2837, 61582.7891
2849, 61743.5469
2967, 62674.8086
2975, 62793.0430
3121, 63663.0625
3131, 63784.3594
3282, 64581.8125
3293, 64697.5312
3436, 65733.3906
3446, 65842.9062
3557, 66592.4609
3565, 66729.9375
3722, 67451.2500
3733, 67577.6172
3858, 68196.1953
3865, 68276.6719
3959, 68632.1641
3969, 68739.6719
4109, 69460.8594
4112, 69542.9609
4230, 69843.3438
4244, 69940.8203
4360, 70417.5000
4372, 70478.7578
4481, 70735.0625
4491, 70813.9766
4602, 71179.3984
4611, 71294.2031
4697, 71461.4609
4706, 71526.4688
4826, 71886.5547
4832, 71949.3125
4917, 72240.2891
4931, 72313.1172
5037, 72547.3047
5049, 72605.6094
5151, 72804.9531
5157, 72866.7031
5273, 73053.3672
5286, 73098.6094
5345, 73228.5625
5358, 73273.6328
5452, 73502.8281
5463, 73554.9141
5568, 73699.5625
5583, 73739.5391
5653, 73956.4219
5669, 73988.1250
5733, 74090.6562
5748, 74126.3906
5824, 74258.7500
5837, 74298.3672
5934, 74467.2656
5948, 74489.3672
6010, 74549.9219
6022, 74594.4297
6091, 74704.5625
6101, 74744.3984
6184, 74894.0703
6198, 74924.1250
6279, 74977.6016
6287, 75010.7812
6346, 75069.1953
6359, 75121.6484
6439, 75259.3203
6448, 75305.9375
6547, 75445.0781
6561, 75488.9219
6643, 75612.9766
6651, 75634.9688
6727, 75753.8125
6741, 75765.7734
6784, 75824.4922
6800, 75847.6172
6818, 75881.3984
6833, 75895.9531
6890, 75967.4766
6905, 75983.5625
6973, 76056.4922
6986, 76069.0234
7044, 76130.3828
7061, 76148.9219
7119, 76211.8750
7134, 76227.2109
7188, 76248.7734
7197, 76269.4219
7231, 76337.5938
7246, 76363.6875
7294, 76395.3125
7310, 76413.3203
7367, 76462.7656
7380, 76488.4453
7436, 76553.1719
7451, 76568.9297
7504, 76613.6250
7518, 76619.1875
7573, 76636.9219
7584, 76651.9219
7615, 76693.5469
7630, 76710.0547
7705, 76770.2500
7720, 76779.0547
7762, 76837.9297
7778, 76850.1328
7819, 76880.4844
7831, 76892.9766
7888, 76931.1953
7902, 76945.7422
7962, 76988.8516
7978, 77002.1875
8033, 77025.3750
8045, 77043.8203
8078, 77060.1094
8094, 77073.0000
8143, 77095.6953
8153, 77114.2188
8189, 77143.0391
8205, 77160.5312
8265, 77209.8359
8279, 77228.8125
8338, 77276.5703
8350, 77293.8906
8402, 77309.7578
8417, 77316.2500
8442, 77338.8906
8456, 77346.8125
8482, 77372.7578
8499, 77381.8516
8525, 77411.7734
8540, 77420.7422
8570, 77440.2578
8583, 77448.7578
8636, 77479.9609
8649, 77490.7422
8699, 77507.2656
8710, 77516.8906
8760, 77556.8047
8771, 77568.3125
8819, 77620.7656
8833, 77633.4688
8875, 77678.8984
8889, 77685.2031
8927, 77698.4844
8939, 77709.6172
8989, 77731.4219
9004, 77738.7656
9024, 77754.7344
9038, 77757.7891
9052, 77769.3203
9067, 77775.2578
9101, 77800.0781
