19584, 40420.1641, 2.8300, 0.0411
19680, 40565.1016, 3.2860, 0.0482
19716, 40716.1523, 3.2860, 0.0482
19809, 40812.9453, 2.9950, 0.0548
19860, 40960.6562, 2.9950, 0.0548
19954, 41007.1875, 3.2730, 0.0452
19999, 41068.8281, 3.2730, 0.0452
20094, 41121.3672, 3.5461, 0.0445
20122, 41217.5391, 3.5461, 0.0445
20216, 41250.2617, 3.5582, 0.0275
20265, 41377.2188, 3.5582, 0.0275
20359, 41429.1641, 4.0952, 0.0240
20408, 41489.0898, 4.0952, 0.0240
20500, 41534.0117, 4.2496, 0.0249
20548, 41615.5508, 4.2496, 0.0249
20642, 41674.6133, 4.9182, 0.0202
20690, 41750.0391, 4.9182, 0.0202
20783, 41794.8359, 5.6400, 0.0219
20813, 41898.1445, 5.6400, 0.0219
20906, 42096.1484, 4.9467, 0.0168
20951, 42348.9180, 4.9467, 0.0168
21037, 42500.1680, 5.8352, 0.0138
21110, 42833.6094, 5.8352, 0.0138
21202, 42929.5938, 6.9754, 0.0154
21249, 43131.3750, 6.9754, 0.0154
21340, 43244.5391, 7.6132, 0.0119
21410, 43488.9219, 7.6132, 0.0119
21499, 43561.4297, 8.1220, 0.0127
21584, 43752.1172, 8.1220, 0.0127
21674, 43805.9531, 9.3798, 0.0158
21721, 44288.5039, 9.3798, 0.0158
21813, 44357.2305, 9.4633, 0.0148
21883, 44636.7188, 9.4633, 0.0148
21976, 44657.3984, 10.6675, 0.0170
22006, 44677.2031, 10.6675, 0.0170
22102, 44707.8711, 9.8803, 0.0168
22135, 44844.7070, 9.8803, 0.0168
22227, 44861.6602, 9.7901, 0.0174
22268, 44926.4062, 9.7901, 0.0174
22361, 44970.6055, 10.8095, 0.0199
22390, 45059.5625, 10.8095, 0.0199
22482, 45078.7852, 10.6662, 0.0136
22522, 45185.6484, 10.6662, 0.0136
22617, 45255.2070, 11.6252, 0.0101
22682, 45421.4609, 11.6252, 0.0101
22775, 45490.5469, 11.7431, 0.0126
22823, 45660.7812, 11.7431, 0.0126
22916, 45700.2891, 10.3339, 0.0126
22972, 45818.1445, 10.3339, 0.0126
23064, 45858.9180, 9.3913, 0.0128
23127, 45970.6406, 9.3913, 0.0128
23216, 46010.0703, 9.6420, 0.0129
23274, 46147.3867, 9.6420, 0.0129
23367, 46178.5469, 10.9456, 0.0109
23410, 46279.5586, 10.9456, 0.0109
23501, 46365.9180, 10.4932, 0.0119
23554, 46475.2031, 10.4932, 0.0119
23645, 46713.3125, 10.9319, 0.0106
23711, 46952.3320, 10.9319, 0.0106
23800, 47061.8906, 11.7723, 0.0100
23865, 47208.7656, 11.7723, 0.0100
23961, 47319.5469, 12.9647, 0.0120
23997, 47462.5859, 12.9647, 0.0120
24088, 47504.4141, 11.4989, 0.0116
24138, 47645.5742, 11.4989, 0.0116
24231, 47732.1367, 11.7905, 0.0124
24287, 47873.2422, 11.7905, 0.0124
24380, 47974.3555, 12.9881, 0.0110
24430, 48190.6289, 12.9881, 0.0110
24526, 48236.5469, 14.4068, 0.0116
24552, 48320.3359, 14.4068, 0.0116
24645, 48353.1953, 15.4301, 0.0096
24689, 48433.8555, 15.4301, 0.0096
24785, 48555.4297, 12.6875, 0.0104
24833, 48676.5312, 12.6875, 0.0104
24926, 48866.2344, 12.7710, 0.0085
24985, 48968.3125, 12.7710, 0.0085
25079, 49137.3750, 14.6769, 0.0073
25141, 49260.2148, 14.6769, 0.0073
25231, 49338.3398, 16.6964, 0.0089
25291, 49545.7383, 16.6964, 0.0089
25386, 49799.3906, 17.1041, 0.0077
25439, 50157.6719, 17.1041, 0.0077
25528, 50291.7461, 19.3776, 0.0068
25578, 50379.0547, 19.3776, 0.0068
25671, 50398.3984, 20.5127, 0.0073
25715, 50460.2578, 20.5127, 0.0073
25806, 50508.8555, 19.0771, 0.0081
25855, 50634.0039, 19.0771, 0.0081
25948, 50648.4375, 19.8216, 0.0070
26001, 50709.2852, 19.8216, 0.0070
26093, 50724.1562, 21.4533, 0.0068
26131, 50780.3633, 21.4533, 0.0068
26223, 50853.7109, 24.2938, 0.0069
26269, 50956.6445, 24.2938, 0.0069
26357, 51053.7500, 24.1933, 0.0072
26405, 51184.8320, 24.1933, 0.0072
26501, 51309.7188, 21.1895, 0.0084
26541, 51446.0820, 21.1895, 0.0084
26635, 51474.1016, 19.9545, 0.0089
26668, 51558.5117, 19.9545, 0.0089
26764, 51641.6133, 19.5163, 0.0081
26803, 51763.0195, 19.5163, 0.0081
26898, 52279.9375, 20.9913, 0.0095
26932, 52528.9453, 20.9913, 0.0095
27030, 52591.3320, 22.2268, 0.0069
27073, 52748.2500, 22.2268, 0.0069
27170, 52837.3633, 21.7067, 0.0083
27218, 53030.7539, 21.7067, 0.0083
27312, 53065.0469, 25.1911, 0.0086
27355, 53114.1875, 25.1911, 0.0086
27447, 53266.6914, 19.7169, 0.0091
27489, 53339.4688, 19.7169, 0.0091
27584, 53382.2969, 22.0869, 0.0093
27627, 53502.4805, 22.0869, 0.0093
27720, 53666.6875, 24.0052, 0.0082
27757, 53854.4336, 24.0052, 0.0082
27851, 53971.0508, 21.2277, 0.0061
27910, 54204.6836, 21.2277, 0.0061
28003, 54371.9492, 18.9522, 0.0066
28078, 54533.7266, 18.9522, 0.0066
28170, 54710.0898, 22.4908, 0.0074
28214, 54783.3320, 22.4908, 0.0074
28307, 54891.8047, 21.1532, 0.0076
28345, 54955.4062, 21.1532, 0.0076
28434, 55090.1992, 23.6490, 0.0064
28477, 55182.4062, 23.6490, 0.0064
28571, 55224.2422, 23.8672, 0.0061
28608, 55323.7695, 23.8672, 0.0061
28703, 55371.0781, 28.4924, 0.0069
28742, 55435.4922, 28.4924, 0.0069
28835, 55774.9414, 32.1179, 0.0079
28869, 55762.5977, 32.1179, 0.0079
28962, 56115.1758, 29.0949, 0.0071
29017, 56221.9609, 29.0949, 0.0071
29112, 56271.9688, 29.0050, 0.0085
29150, 56391.3398, 29.0050, 0.0085
29243, 56440.6758, 28.5212, 0.0092
29281, 56535.9453, 28.5212, 0.0092
29377, 56676.4141, 27.9985, 0.0091
29423, 56827.9570, 27.9985, 0.0091
29519, 56872.4883, 29.9180, 0.0100
29555, 56955.6914, 29.9180, 0.0100
29650, 57012.5703, 21.1036, 0.0103
29675, 57123.3984, 21.1036, 0.0103
29767, 57279.1836, 17.0500, 0.0094
29817, 57387.0586, 17.0500, 0.0094
29911, 57558.4570, 14.4194, 0.0090
29965, 57742.5117, 14.4194, 0.0090
30059, 57865.3555, 15.2799, 0.0086
30123, 57995.9688, 15.2799, 0.0086
30218, 58039.2344, 16.1963, 0.0088
30262, 58115.5078, 16.1963, 0.0088
30355, 58154.1484, 18.3103, 0.0080
30393, 58243.3828, 18.3103, 0.0080
30481, 58337.8477, 15.0535, 0.0075
30546, 58459.9766, 15.0535, 0.0075
30641, 58480.5117, 15.4176, 0.0085
30681, 58529.4844, 15.4176, 0.0085
30777, 58590.1367, 11.2311, 0.0083
30839, 58754.2812, 11.2311, 0.0083
30931, 58859.5000, 12.1179, 0.0074
31001, 58987.2695, 12.1179, 0.0074
31096, 59032.1445, 13.2178, 0.0072
31151, 59175.6172, 13.2178, 0.0072
31240, 59253.5547, 14.3135, 0.0081
31294, 59363.9258, 14.3135, 0.0081
31385, 59389.2891, 13.6739, 0.0065
31451, 59475.5742, 13.6739, 0.0065
31545, 59512.7188, 14.1498, 0.0078
31591, 59639.6406, 14.1498, 0.0078
31680, 59661.4258, 14.4455, 0.0081
31739, 59729.1875, 14.4455, 0.0081
31830, 59747.5469, 17.0811, 0.0084
31880, 59801.9141, 17.0811, 0.0084
31974, 59811.4414, 18.6084, 0.0099
32004, 59830.4375, 18.6084, 0.0099
32099, 59894.3594, 15.0519, 0.0080
32143, 59986.5586, 15.0519, 0.0080
32238, 60010.2734, 14.5726, 0.0073
32302, 60073.9297, 14.5726, 0.0073
32395, 60090.8711, 13.8341, 0.0077
32448, 60147.6055, 13.8341, 0.0077
32541, 60197.3047, 15.1504, 0.0073
32588, 60256.0742, 15.1504, 0.0073
32683, 60276.3594, 13.7567, 0.0070
32735, 60332.0273, 13.7567, 0.0070
32828, 60391.2109, 14.6364, 0.0084
32890, 60508.5625, 14.6364, 0.0084
32979, 60538.2227, 11.7463, 0.0071
33044, 60634.9531, 11.7463, 0.0071
33136, 60690.7383, 12.6691, 0.0075
33198, 60796.8359, 12.6691, 0.0075
33291, 60843.7266, 14.4705, 0.0084
33338, 60931.0859, 14.4705, 0.0084
33432, 60972.6016, 12.9704, 0.0078
33483, 61048.1797, 12.9704, 0.0078
33577, 61074.7070, 14.4442, 0.0065
33626, 61181.7930, 14.4442, 0.0065
33721, 61192.0117, 16.5955, 0.0068
33769, 61238.3438, 16.5955, 0.0068
33862, 61248.5781, 17.1053, 0.0082
33895, 61279.2969, 17.1053, 0.0082
33992, 61298.9570, 17.0771, 0.0096
34028, 61355.6680, 17.0771, 0.0096
34124, 61419.5234, 18.6679, 0.0083
34165, 61528.2148, 18.6679, 0.0083
34261, 61547.8516, 19.2215, 0.0096
34288, 61604.1875, 19.2215, 0.0096
34382, 61676.8477, 18.3144, 0.0099
34421, 61833.4570, 18.3144, 0.0099
34515, 61850.6875, 20.4449, 0.0083
34555, 61899.0078, 20.4449, 0.0083
34649, 61963.2109, 18.6136, 0.0071
34688, 62072.8164, 18.6136, 0.0071
34780, 62242.2148, 17.5097, 0.0078
34813, 62312.6992, 17.5097, 0.0078
34909, 62357.2539, 16.1601, 0.0095
34950, 62417.2500, 16.1601, 0.0095
35043, 62466.0625, 15.8093, 0.0074
35090, 62534.4961, 15.8093, 0.0074
35182, 62667.8984, 15.7801, 0.0084
35229, 62744.8555, 15.7801, 0.0084
35324, 62771.5508, 17.5894, 0.0088
35361, 62834.7109, 17.5894, 0.0088
35455, 62888.8281, 18.7177, 0.0085
35497, 62979.6484, 18.7177, 0.0085
35593, 62995.3750, 15.9164, 0.0096
35637, 63037.2305, 15.9164, 0.0096
35730, 63129.6836, 15.1429, 0.0097
35770, 63250.7812, 15.1429, 0.0097
35866, 63272.2070, 14.2649, 0.0079
35921, 63318.1328, 14.2649, 0.0079
36014, 63353.6172, 14.4218, 0.0066
36061, 63437.1836, 14.4218, 0.0066
36155, 63531.0820, 15.7638, 0.0064
36204, 63725.6367, 15.7638, 0.0064
36296, 63934.4844, 15.1908, 0.0068
36365, 64359.6484, 15.1908, 0.0068
36454, 64555.1406, 12.6649, 0.0074
36519, 64720.3711, 12.6649, 0.0074
36611, 65192.2109, 13.1017, 0.0075
36660, 65286.9922, 13.1017, 0.0075
36753, 65308.0195, 14.4491, 0.0086
36794, 65370.1602, 14.4491, 0.0086
36892, 65403.5391, 12.7610, 0.0082
36930, 65463.7852, 12.7610, 0.0082
37021, 65479.9023, 12.1053, 0.0058
37072, 65526.9141, 12.1053, 0.0058
37160, 65557.9531, 11.3281, 0.0060
37216, 65634.5781, 11.3281, 0.0060
37309, 65787.9844, 12.8479, 0.0067
37363, 66001.7969, 12.8479, 0.0067
37457, 66038.7422, 14.2426, 0.0079
37511, 66134.0703, 14.2426, 0.0079
37605, 66196.5391, 16.2336, 0.0085
37642, 66222.1875, 16.2336, 0.0085
37739, 66344.3203, 17.0983, 0.0092
37771, 66517.5234, 17.0983, 0.0092
37866, 66571.3281, 17.5143, 0.0074
37905, 66639.7500, 17.5143, 0.0074
37997, 66647.6953, 16.9270, 0.0084
38031, 66670.4531, 16.9270, 0.0084
38122, 66683.9453, 13.9429, 0.0071
38162, 66721.3203, 13.9429, 0.0071
38254, 66787.7031, 11.8536, 0.0074
38316, 66895.3438, 11.8536, 0.0074
38411, 67070.7891, 13.7246, 0.0086
38454, 67295.1094, 13.7246, 0.0086
38547, 67311.2656, 15.4463, 0.0093
38579, 67366.1484, 15.4463, 0.0093
38674, 67379.6641, 18.4064, 0.0071
38705, 67416.0625, 18.4064, 0.0071
38799, 67445.3984, 17.0497, 0.0073
38838, 67508.7969, 17.0497, 0.0073
38930, 67659.7578, 13.7679, 0.0068
38979, 67804.3828, 13.7679, 0.0068
39070, 67864.3047, 14.2412, 0.0066
39125, 68057.4375, 14.2412, 0.0066
39220, 68293.0859, 13.2827, 0.0072
39274, 68413.1719, 13.2827, 0.0072
39365, 68436.2422, 14.1987, 0.0067
39422, 68554.7344, 14.1987, 0.0067
39516, 68611.0859, 14.9653, 0.0071
39554, 68662.1484, 14.9653, 0.0071
39647, 68699.8047, 14.0472, 0.0070
39695, 68764.3516, 14.0472, 0.0070
39792, 68865.8984, 16.4541, 0.0078
39824, 69022.5000, 16.4541, 0.0078
39916, 69068.1953, 17.1830, 0.0078
39950, 69143.9375, 17.1830, 0.0078
40043, 69169.0938, 15.5821, 0.0063
40089, 69232.1172, 15.5821, 0.0063
40185, 69261.3906, 16.9196, 0.0056
40243, 69333.3906, 16.9196, 0.0056
40334, 69461.0781, 15.0067, 0.0048
40404, 69592.5703, 15.0067, 0.0048
40497, 69622.0156, 16.6805, 0.0053
40551, 69738.2578, 16.6805, 0.0053
40645, 69762.9531, 19.5427, 0.0057
40692, 69838.5469, 19.5427, 0.0057
40787, 69917.6172, 17.0749, 0.0058
40841, 70018.6016, 17.0749, 0.0058
40938, 70248.6719, 18.9330, 0.0066
40975, 70612.2734, 18.9330, 0.0066
41069, 70636.2656, 20.3637, 0.0070
41105, 70693.6328, 20.3637, 0.0070
41203, 70714.6562, 22.8292, 0.0061
41231, 70744.6641, 22.8292, 0.0061
41321, 70760.7109, 20.1783, 0.0057
41377, 70806.2578, 20.1783, 0.0057
41472, 70857.0078, 20.1496, 0.0067
41505, 70944.4844, 20.1496, 0.0067
41599, 71210.0000, 19.3911, 0.0069
41637, 71312.4609, 19.3911, 0.0069
41730, 71450.1406, 20.3355, 0.0064
41768, 71523.8281, 20.3355, 0.0064
41861, 71547.3125, 22.8302, 0.0057
41907, 71606.1875, 22.8302, 0.0057
41996, 71754.2109, 23.7657, 0.0055
42058, 71949.2031, 23.7657, 0.0055
42153, 72029.6328, 27.1903, 0.0059
42199, 72161.8672, 27.1903, 0.0059
42294, 72179.8594, 31.6905, 0.0064
42320, 72218.8984, 31.6905, 0.0064
42414, 72229.2734, 31.9507, 0.0069
42449, 72262.7266, 31.9507, 0.0069
42545, 72310.3906, 30.5938, 0.0063
42568, 72342.9766, 30.5938, 0.0063
42664, 72499.8047, 28.3341, 0.0059
42696, 72646.6875, 28.3341, 0.0059
42791, 72684.9844, 28.0657, 0.0064
42827, 72741.0938, 28.0657, 0.0064
42922, 72765.8047, 30.6016, 0.0066
42956, 72838.7266, 30.6016, 0.0066
43053, 72906.1016, 30.9692, 0.0067
43078, 72934.9219, 30.9692, 0.0067
43175, 72946.8125, 28.2087, 0.0071
43203, 72973.2031, 28.2087, 0.0071
43297, 73001.0234, 25.1562, 0.0068
43327, 73047.9062, 25.1562, 0.0068
43417, 73067.2891, 19.3928, 0.0061
43470, 73115.5859, 19.3928, 0.0061
43564, 73241.2344, 21.4575, 0.0058
43609, 73376.2656, 21.4575, 0.0058
43704, 73407.5156, 19.9310, 0.0058
43751, 73457.3594, 19.9310, 0.0058
43846, 73525.6953, 20.0270, 0.0053
43885, 73613.7109, 20.0270, 0.0053
43980, 73628.7031, 22.8890, 0.0056
44015, 73670.4609, 22.8890, 0.0056
44109, 73720.1797, 19.2687, 0.0062
44152, 73778.6484, 19.2687, 0.0062
44241, 73796.5078, 21.9197, 0.0050
44298, 73852.7656, 21.9197, 0.0050
44390, 73872.0156, 23.5901, 0.0061
44420, 73893.2969, 23.5901, 0.0061
44512, 73978.3516, 22.1387, 0.0064
44545, 74002.0000, 22.1387, 0.0064
44635, 74027.6719, 24.3963, 0.0066
44661, 74061.8594, 24.3963, 0.0066
44755, 74075.7578, 19.3465, 0.0077
44784, 74097.1953, 19.3465, 0.0077
44876, 74120.9688, 17.0200, 0.0076
44915, 74154.8516, 17.0200, 0.0076
45010, 74168.1406, 15.2877, 0.0085
45052, 74233.0625, 15.2877, 0.0085
45145, 74269.1719, 11.8709, 0.0104
45182, 74308.5312, 11.8709, 0.0104
45276, 74320.7266, 9.7616, 0.0089
45316, 74358.4375, 9.7616, 0.0089
45406, 74373.5703, 8.6227, 0.0087
45466, 74415.7031, 8.6227, 0.0087
45557, 74426.2500, 9.0673, 0.0079
45609, 74446.9766, 9.0673, 0.0079
45698, 74462.1094, 10.0130, 0.0067
45753, 74515.9219, 10.0130, 0.0067
45846, 74612.4297, 11.2646, 0.0076
45892, 74652.3047, 11.2646, 0.0076
45986, 74663.8672, 12.8204, 0.0087
46024, 74710.9219, 12.8204, 0.0087
46116, 74752.3594, 12.0089, 0.0080
46164, 74788.6953, 12.0089, 0.0080
46258, 74797.4609, 12.1697, 0.0068
46299, 74821.7812, 12.1697, 0.0068
46390, 74831.6406, 12.0623, 0.0072
46435, 74863.0156, 12.0623, 0.0072
